TIME,SYMBOL,EX,PRICE,SIZE,COND,BID,BIDSIZ,OFR,OFRSIZ,SIGN
2017-09-19 10:36:51,BAC,B,24.77,200, ,24.76,1195,24.77,242,1
2017-09-19 10:36:59,BAC,Y,24.77,100, ,24.76,575,24.77,558,1
2017-09-19 10:36:59,BAC,V,24.76,16426, ,24.76,1571,24.77,2276,-1
2017-09-19 10:36:59,BAC,T,24.76,1489, ,24.76,1320,24.77,5693,-1
2017-09-19 10:36:59,BAC,B,24.76,200, ,24.76,167,24.77,2468,-1
2017-09-19 10:37:00,BAC,N,24.76,100, ,24.76,50,24.77,509,-1
2017-09-19 10:37:00,BAC,V,24.77,5700, ,24.76,5781,24.77,8428,1
2017-09-19 10:37:00,BAC,B,24.77,200, ,24.76,606,24.77,299,1
2017-09-19 10:37:02,BAC,N,24.765,200, ,24.76,388,24.77,286,-1
2017-09-19 10:37:03,BAC,B,24.77,1900, ,24.76,3330,24.77,1099,1
2017-09-19 10:37:03,BAC,B,24.765,1563, ,24.76,3780,24.77,1185,-1
2017-09-19 10:37:05,BAC,Y,24.7675,400, ,24.76,3150,24.77,504,1
2017-09-19 10:37:05,BAC,Y,24.765,20, ,24.76,729,24.77,153,-1
2017-09-19 10:37:08,BAC,Y,24.77,100, ,24.76,241,24.77,101,1
2017-09-19 10:37:09,BAC,Y,24.77,400, ,24.76,241,24.77,101,1
2017-09-19 10:37:09,BAC,B,24.77,100, ,24.76,1687,24.77,255,1
2017-09-19 10:37:14,BAC,J,24.76,1667, ,24.76,1293,24.77,5110,-1
2017-09-19 10:37:14,BAC,J,24.76,227, ,24.76,19,24.77,285,-1
2017-09-19 10:37:15,BAC,X,24.76,100, ,24.76,23,24.77,286,-1
2017-09-19 10:37:15,BAC,Y,24.76,100, ,24.76,40,24.77,572,-1
2017-09-19 10:37:16,BAC,Y,24.76,100, ,24.76,40,24.77,572,-1
2017-09-19 10:37:17,BAC,Y,24.76,100, ,24.76,56,24.77,572,-1
2017-09-19 10:37:22,BAC,V,24.76,13239, ,24.75,14165,24.76,11434,1
2017-09-19 10:37:22,BAC,Y,24.76,900, ,24.75,4690,24.76,1552,1
2017-09-19 10:37:22,BAC,B,24.76,100, ,24.75,670,24.76,149,1
2017-09-19 10:37:22,BAC,Y,24.755,100, ,24.75,672,24.76,142,-1
2017-09-19 10:37:23,BAC,N,24.755,400, ,24.75,708,24.76,236,-1
2017-09-19 10:37:24,BAC,K,24.76,22239, ,24.75,12755,24.77,4293,1
2017-09-19 10:37:26,BAC,N,24.765,300, ,24.76,194,24.77,205,1
2017-09-19 10:37:27,BAC,T,24.765,500, ,24.76,424,24.77,328,1
2017-09-19 10:37:31,BAC,Y,24.77,800, ,24.76,190,24.77,222,1
2017-09-19 10:37:31,BAC,Y,24.77,379, ,24.76,1966,24.77,1830,1
2017-09-19 10:37:31,BAC,N,24.765,100, ,24.76,239,24.77,126,-1
2017-09-19 10:37:32,BAC,B,24.77,100, ,24.76,478,24.77,172,1
2017-09-19 10:37:36,BAC,Y,24.77,200, ,24.76,1546,24.77,380,1
2017-09-19 10:37:36,BAC,N,24.765,300, ,24.76,226,24.77,63,-1
2017-09-19 10:37:36,BAC,Y,24.77,200, ,24.76,208,24.77,79,1
2017-09-19 10:37:36,BAC,Y,24.77,100, ,24.76,208,24.77,79,1
2017-09-19 10:37:37,BAC,T,24.765,20, ,24.76,1040,24.77,506,-1
2017-09-19 10:37:52,BAC,Z,24.765,75, ,24.76,163,24.77,227,-1
2017-09-19 10:37:52,BAC,Y,24.76,1580, ,24.76,2888,24.77,7718,-1
2017-09-19 10:37:55,BAC,Y,24.765,200, ,24.76,102,24.77,273,1
2017-09-19 10:37:56,BAC,B,24.76,200, ,24.76,272,24.77,1092,-1
2017-09-19 10:37:57,BAC,J,24.76,100, ,24.76,107,24.77,819,-1
2017-09-19 10:37:57,BAC,B,24.76,400, ,24.76,196,24.77,822,-1
2017-09-19 10:37:58,BAC,J,24.76,1300, ,24.76,56,24.77,1114,-1
2017-09-19 10:37:58,BAC,V,24.76,100, ,24.76,4,24.77,292,-1
2017-09-19 10:37:58,BAC,N,24.76,100, ,24.76,41,24.77,292,-1
2017-09-19 10:38:01,BAC,N,24.76,400, ,24.76,40,24.77,900,-1
2017-09-19 10:38:02,BAC,T,24.76,7712, ,24.75,9618,24.76,8070,1
2017-09-19 10:38:02,BAC,N,24.755,265, ,24.75,1047,24.76,488,-1
2017-09-19 10:38:04,BAC,N,24.755,100, ,24.75,339,24.76,212,-1
2017-09-19 10:38:04,BAC,N,24.755,35, ,24.75,339,24.76,212,-1
2017-09-19 10:38:05,BAC,B,24.76,5412, ,24.75,7620,24.76,2135,1
2017-09-19 10:38:05,BAC,V,24.76,600, ,24.75,5847,24.76,398,1
2017-09-19 10:38:05,BAC,N,24.76,200, ,24.75,1616,24.76,99,1
2017-09-19 10:38:05,BAC,N,24.76,100, ,24.75,404,24.76,19,1
2017-09-19 10:38:06,BAC,J,24.76,500, ,24.75,1251,24.76,49,1
2017-09-19 10:38:06,BAC,J,24.76,100, ,24.75,1304,24.76,57,1
2017-09-19 10:38:07,BAC,T,24.76,4620, ,24.75,1231,24.77,579,1
2017-09-19 10:38:07,BAC,T,24.76,1200, ,24.75,2874,24.77,1158,1
2017-09-19 10:38:08,BAC,Y,24.77,225, ,24.76,788,24.77,1077,1
2017-09-19 10:38:09,BAC,Y,24.76,1300, ,24.76,2080,24.77,6361,-1
2017-09-19 10:38:09,BAC,P,24.76,1720, ,24.76,48,24.77,1409,-1
2017-09-19 10:38:10,BAC,Y,24.76,100, ,24.76,70,24.77,709,-1
2017-09-19 10:38:10,BAC,Y,24.76,100, ,24.76,70,24.77,709,-1
2017-09-19 10:38:11,BAC,N,24.76,200, ,24.76,33,24.77,345,-1
2017-09-19 10:38:11,BAC,B,24.76,10863, ,24.75,14898,24.76,9114,1
2017-09-19 10:38:13,BAC,N,24.76,9400, ,24.75,20948,24.77,6990,1
2017-09-19 10:38:18,BAC,Y,24.77,100, ,24.76,1703,24.77,2913,1
2017-09-19 10:38:20,BAC,N,24.765,10, ,24.76,174,24.77,239,-1
2017-09-19 10:38:23,BAC,Y,24.77,868, ,24.76,435,24.77,807,1
2017-09-19 10:38:24,BAC,P,24.765,200, ,24.76,1063,24.77,1502,-1
2017-09-19 10:38:24,BAC,N,24.765,200, ,24.76,2116,24.77,1282,-1
2017-09-19 10:38:24,BAC,N,24.765,700, ,24.76,201,24.77,131,-1
2017-09-19 10:38:29,BAC,N,24.765,500, ,24.76,196,24.77,164,-1
2017-09-19 10:38:29,BAC,V,24.76,1948, ,24.76,2982,24.77,9909,-1
2017-09-19 10:38:29,BAC,Y,24.76,100, ,24.76,120,24.77,672,-1
2017-09-19 10:38:31,BAC,J,24.76,200, ,24.76,235,24.77,1605,-1
2017-09-19 10:38:31,BAC,J,24.76,100, ,24.76,210,24.77,1288,-1
2017-09-19 10:38:33,BAC,Y,24.76,100, ,24.76,224,24.77,1284,-1
2017-09-19 10:38:34,BAC,Y,24.76,100, ,24.76,168,24.77,1338,-1
2017-09-19 10:38:35,BAC,T,24.76,13412, ,24.75,3942,24.77,4192,1
2017-09-19 10:38:35,BAC,P,24.7575,200, ,24.75,10998,24.76,9821,1
2017-09-19 10:38:37,BAC,N,24.755,400, ,24.75,349,24.76,110,-1
2017-09-19 10:38:37,BAC,B,24.76,800, ,24.75,1468,24.76,338,1
2017-09-19 10:38:37,BAC,Z,24.76,300, ,24.75,367,24.76,42,1
2017-09-19 10:38:37,BAC,N,24.76,13712, ,24.75,9926,24.77,5559,1
2017-09-19 10:38:40,BAC,Y,24.76,400, ,24.76,961,24.77,3291,-1
2017-09-19 10:38:42,BAC,J,24.76,1200, ,24.76,120,24.77,1675,-1
2017-09-19 10:38:42,BAC,Y,24.76,300, ,24.76,218,24.77,1730,-1
2017-09-19 10:38:43,BAC,Y,24.76,300, ,24.76,153,24.77,1038,-1
2017-09-19 10:38:45,BAC,Y,24.76,100, ,24.76,77,24.77,1038,-1
2017-09-19 10:38:49,BAC,Y,24.76,300, ,24.76,712,24.77,3277,-1
2017-09-19 10:38:55,BAC,Y,24.76,100, ,24.76,261,24.77,2040,-1
2017-09-19 10:38:57,BAC,J,24.76,100, ,24.76,96,24.77,656,-1
2017-09-19 10:38:58,BAC,Y,24.76,100, ,24.76,65,24.77,328,-1
2017-09-19 10:38:58,BAC,Y,24.765,300, ,24.76,102,24.77,328,1
2017-09-19 10:38:58,BAC,Y,24.76,200, ,24.76,299,24.77,1256,-1
2017-09-19 10:39:01,BAC,B,24.765,200, ,24.76,670,24.77,1191,1
2017-09-19 10:39:05,BAC,N,24.765,1848, ,24.76,830,24.77,1382,1
2017-09-19 10:39:05,BAC,B,24.77,1490, ,24.76,3244,24.77,2210,1
2017-09-19 10:39:05,BAC,J,24.77,500, ,24.76,2142,24.77,440,1
2017-09-19 10:39:05,BAC,V,24.77,6, ,24.76,718,24.77,65,1
2017-09-19 10:39:07,BAC,Y,24.77,100, ,24.76,717,24.77,58,1
2017-09-19 10:39:07,BAC,P,24.77,3850, ,24.76,485,24.78,268,-1
2017-09-19 10:39:07,BAC,B,24.77,12011, ,24.76,5693,24.78,2285,-1
2017-09-19 10:39:07,BAC,P,24.775,100, ,24.77,288,24.78,562,1
2017-09-19 10:39:10,BAC,Y,24.77,2486, ,24.77,1603,24.78,5504,-1
2017-09-19 10:39:10,BAC,B,24.775,200, ,24.77,216,24.78,1220,1
2017-09-19 10:39:11,BAC,X,24.77,7600, ,24.76,756,24.78,1320,-1
2017-09-19 10:39:11,BAC,T,24.77,1600, ,24.76,11158,24.77,16553,1
2017-09-19 10:39:13,BAC,P,24.77,7095, ,24.76,217,24.77,69,1
2017-09-19 10:39:13,BAC,V,24.77,8905, ,24.76,2856,24.77,330,1
2017-09-19 10:39:13,BAC,Z,24.77,200, ,24.76,1751,24.77,30,1
2017-09-19 10:39:13,BAC,N,24.77,600, ,24.77,2871,24.78,3003,-1
2017-09-19 10:39:13,BAC,Y,24.77,327, ,24.77,9130,24.78,8607,-1
2017-09-19 10:39:13,BAC,B,24.77,122, ,24.77,162,24.78,267,-1
2017-09-19 10:39:14,BAC,Y,24.775,120, ,24.77,97,24.78,303,1
2017-09-19 10:39:15,BAC,N,24.77,100, ,24.77,34,24.78,954,-1
2017-09-19 10:39:15,BAC,T,24.77,461, ,24.76,732,24.78,2244,-1
2017-09-19 10:39:17,BAC,Y,24.77,100, ,24.77,64,24.78,642,-1
2017-09-19 10:39:18,BAC,N,24.77,98, ,24.77,18,24.78,646,-1
2017-09-19 10:39:20,BAC,N,24.77,300, ,24.77,8,24.78,323,-1
2017-09-19 10:39:22,BAC,N,24.77,8741, ,24.77,1716,24.78,9043,-1
2017-09-19 10:39:22,BAC,P,24.77,200, ,24.76,8908,24.77,16636,1
2017-09-19 10:39:24,BAC,V,24.77,8741, ,24.76,5845,24.77,2423,1
2017-09-19 10:39:25,BAC,Y,24.77,400, ,24.76,598,24.77,81,1
2017-09-19 10:39:25,BAC,B,24.77,100, ,24.76,2093,24.77,336,1
2017-09-19 10:39:26,BAC,J,24.77,100, ,24.76,1504,24.77,50,1
2017-09-19 10:39:26,BAC,N,24.77,600, ,24.76,3167,24.78,1409,-1
2017-09-19 10:39:26,BAC,Y,24.77,100, ,24.76,372,24.78,155,-1
2017-09-19 10:39:26,BAC,T,24.77,4359, ,24.77,4699,24.78,2960,-1
2017-09-19 10:39:26,BAC,J,24.78,900, ,24.77,6974,24.78,3411,1
2017-09-19 10:39:26,BAC,J,24.78,200, ,24.77,1275,24.78,640,1
2017-09-19 10:39:26,BAC,J,24.78,300, ,24.77,9911,24.78,2952,1
2017-09-19 10:39:26,BAC,B,24.78,200, ,24.77,8479,24.78,1972,1
2017-09-19 10:39:28,BAC,B,24.78,100, ,24.77,957,24.78,188,1
2017-09-19 10:39:30,BAC,N,24.775,200, ,24.77,323,24.78,23,-1
2017-09-19 10:39:32,BAC,P,24.78,500, ,24.77,645,24.78,46,1
2017-09-19 10:39:32,BAC,Y,24.78,7578, ,24.78,19052,24.79,28395,-1
2017-09-19 10:39:32,BAC,B,24.79,800, ,24.78,5843,24.79,2410,1
2017-09-19 10:39:33,BAC,N,24.785,100, ,24.78,258,24.79,108,-1
2017-09-19 10:39:38,BAC,N,24.785,300, ,24.78,258,24.79,108,-1
2017-09-19 10:39:43,BAC,N,24.785,300, ,24.78,258,24.79,108,-1
2017-09-19 10:39:44,BAC,J,24.79,2600, ,24.78,2200,24.79,507,1
2017-09-19 10:39:44,BAC,N,24.79,133, ,24.78,610,24.79,32,1
2017-09-19 10:39:44,BAC,Z,24.79,40, ,24.78,305,24.79,12,1
2017-09-19 10:39:44,BAC,K,24.79,1300, ,24.78,4348,24.8,2599,-1
2017-09-19 10:39:44,BAC,V,24.79,100, ,24.78,1029,24.8,618,-1
2017-09-19 10:39:45,BAC,P,24.79,2440, ,24.78,1437,24.8,828,-1
2017-09-19 10:39:45,BAC,P,24.79,4273, ,24.79,16443,24.8,8653,-1
2017-09-19 10:39:45,BAC,P,24.79,78, ,24.79,16443,24.8,8653,-1
2017-09-19 10:39:45,BAC,P,24.79,200, ,24.79,739,24.8,603,-1
2017-09-19 10:39:45,BAC,N,24.79,1092, ,24.79,5229,24.8,4251,-1
2017-09-19 10:39:45,BAC,N,24.795,100, ,24.79,1035,24.8,1170,1
2017-09-19 10:39:46,BAC,N,24.795,300, ,24.79,230,24.8,225,1
2017-09-19 10:39:46,BAC,T,24.8,908, ,24.79,2220,24.8,1561,1
2017-09-19 10:39:46,BAC,J,24.8,100, ,24.79,2344,24.8,798,1
2017-09-19 10:39:47,BAC,Y,24.8,500, ,24.79,3334,24.8,1542,1
2017-09-19 10:39:47,BAC,Z,24.8,300, ,24.79,1116,24.8,334,1
2017-09-19 10:39:47,BAC,N,24.8,12923, ,24.79,1674,24.8,385,1
2017-09-19 10:39:47,BAC,V,24.8,6023, ,24.79,3151,24.81,1210,1
2017-09-19 10:39:47,BAC,T,24.8,100, ,24.8,2766,24.81,1432,-1
2017-09-19 10:39:47,BAC,T,24.8,4181, ,24.8,9727,24.81,3518,-1
2017-09-19 10:39:47,BAC,N,24.805,100, ,24.8,230,24.81,143,1
2017-09-19 10:39:47,BAC,N,24.805,300, ,24.8,463,24.81,286,1
2017-09-19 10:39:49,BAC,N,24.805,200, ,24.8,249,24.81,143,-1
2017-09-19 10:39:49,BAC,Y,24.8,2100, ,24.8,4491,24.81,4254,-1
2017-09-19 10:39:51,BAC,T,24.805,400, ,24.8,860,24.81,556,1
2017-09-19 10:39:52,BAC,N,24.805,100, ,24.8,215,24.81,139,1
2017-09-19 10:39:54,BAC,Y,24.8,100, ,24.8,759,24.81,616,-1
2017-09-19 10:39:54,BAC,B,24.81,3860, ,24.8,180,24.81,136,1
2017-09-19 10:39:54,BAC,V,24.805,300, ,24.8,3439,24.81,1694,-1
2017-09-19 10:39:54,BAC,J,24.81,100, ,24.8,870,24.81,125,1
2017-09-19 10:39:54,BAC,V,24.81,200, ,24.8,882,24.81,60,1
2017-09-19 10:39:54,BAC,Z,24.81,300, ,24.8,812,24.81,438,1
2017-09-19 10:39:54,BAC,Z,24.81,390, ,24.8,286,24.81,104,1
2017-09-19 10:39:55,BAC,N,24.81,100, ,24.8,586,24.81,36,1
2017-09-19 10:39:55,BAC,N,24.81,1100, ,24.8,912,24.82,286,-1
2017-09-19 10:39:55,BAC,T,24.81,2738, ,24.8,2243,24.82,852,-1
2017-09-19 10:39:55,BAC,Y,24.82,100, ,24.81,17096,24.82,7350,1
2017-09-19 10:39:56,BAC,Y,24.81,200, ,24.81,717,24.82,444,-1
2017-09-19 10:39:57,BAC,Z,24.82,572, ,24.81,204,24.82,170,1
2017-09-19 10:39:57,BAC,T,24.82,900, ,24.81,1704,24.82,993,1
2017-09-19 10:39:57,BAC,N,24.815,200, ,24.81,4066,24.82,1052,1
2017-09-19 10:40:00,BAC,Y,24.81,12, ,24.81,591,24.82,642,-1
2017-09-19 10:40:00,BAC,B,24.81,14, ,24.81,334,24.82,432,-1
2017-09-19 10:40:00,BAC,B,24.81,10, ,24.81,334,24.82,432,-1
2017-09-19 10:40:00,BAC,Y,24.81,4, ,24.81,334,24.82,432,-1
2017-09-19 10:40:00,BAC,B,24.81,4, ,24.81,334,24.82,432,-1
2017-09-19 10:40:00,BAC,B,24.81,6, ,24.81,334,24.82,432,-1
2017-09-19 10:40:01,BAC,B,24.81,4, ,24.81,334,24.82,432,-1
2017-09-19 10:40:01,BAC,N,24.815,100, ,24.81,164,24.82,216,1
2017-09-19 10:40:01,BAC,B,24.81,4, ,24.81,164,24.82,216,-1
2017-09-19 10:40:01,BAC,B,24.81,2, ,24.81,164,24.82,216,-1
2017-09-19 10:40:01,BAC,B,24.81,2, ,24.81,164,24.82,216,-1
2017-09-19 10:40:01,BAC,N,24.81,10177, ,24.81,3519,24.82,8011,-1
2017-09-19 10:40:01,BAC,N,24.81,1000, ,24.81,893,24.82,5546,-1
2017-09-19 10:40:01,BAC,N,24.81,3100, ,24.81,1713,24.82,5977,-1
2017-09-19 10:40:04,BAC,Y,24.8,300, ,24.8,826,24.81,1086,-1
2017-09-19 10:40:07,BAC,Y,24.8,100, ,24.8,89,24.81,204,-1
2017-09-19 10:40:14,BAC,T,24.805,400, ,24.8,384,24.81,567,1
2017-09-19 10:40:17,BAC,J,24.8,1300, ,24.8,966,24.81,2373,-1
2017-09-19 10:40:17,BAC,Y,24.8,301, ,24.8,389,24.81,1356,-1
2017-09-19 10:40:17,BAC,Y,24.8,100, ,24.8,173,24.81,1130,-1
2017-09-19 10:40:19,BAC,Y,24.8,200, ,24.8,15,24.81,240,-1
2017-09-19 10:40:20,BAC,V,24.8,6974, ,24.8,1829,24.81,6494,-1
2017-09-19 10:40:20,BAC,V,24.8,200, ,24.79,1131,24.8,554,1
2017-09-19 10:40:20,BAC,N,24.8,100, ,24.79,600,24.8,182,1
2017-09-19 10:40:21,BAC,Y,24.8,200, ,24.79,927,24.8,231,1
2017-09-19 10:40:21,BAC,Y,24.8,100, ,24.79,927,24.8,244,1
2017-09-19 10:40:21,BAC,Y,24.8,1100, ,24.79,310,24.8,84,1
2017-09-19 10:40:23,BAC,N,24.795,100, ,24.79,292,24.8,105,-1
2017-09-19 10:40:25,BAC,V,24.8,100, ,24.79,771,24.8,417,1
2017-09-19 10:40:27,BAC,V,24.8,100, ,24.79,263,24.8,146,1
2017-09-19 10:40:29,BAC,N,24.795,400, ,24.79,514,24.8,282,-1
2017-09-19 10:40:30,BAC,Y,24.79,1000, ,24.79,4023,24.8,4794,-1
2017-09-19 10:40:30,BAC,B,24.795,1200, ,24.79,346,24.8,521,1
2017-09-19 10:40:30,BAC,B,24.79,1211, ,24.79,466,24.8,850,-1
2017-09-19 10:40:33,BAC,Y,24.79,100, ,24.79,108,24.8,304,-1
2017-09-19 10:40:34,BAC,J,24.79,1000, ,24.79,446,24.8,3343,-1
2017-09-19 10:40:34,BAC,Y,24.79,100, ,24.79,124,24.8,930,-1
2017-09-19 10:40:35,BAC,Y,24.79,9000, ,24.78,5422,24.795,7995,1
2017-09-19 10:40:35,BAC,Y,24.79,600, ,24.78,3061,24.79,3986,1
2017-09-19 10:40:35,BAC,Y,24.79,160, ,24.78,7167,24.79,7808,1
2017-09-19 10:40:37,BAC,Y,24.79,200, ,24.78,290,24.79,106,1
2017-09-19 10:40:37,BAC,N,24.79,900, ,24.78,6552,24.79,1755,1
2017-09-19 10:40:37,BAC,J,24.79,100, ,24.78,1415,24.79,334,1
2017-09-19 10:40:37,BAC,B,24.79,900, ,24.78,566,24.79,166,1
2017-09-19 10:40:38,BAC,Z,24.79,9600, ,24.78,7355,24.8,4117,-1
2017-09-19 10:40:38,BAC,P,24.79,800, ,24.79,23902,24.8,14159,-1
2017-09-19 10:40:43,BAC,Y,24.8,100, ,24.79,212,24.8,212,1
2017-09-19 10:40:43,BAC,N,24.795,200, ,24.79,225,24.8,178,-1
2017-09-19 10:40:46,BAC,K,24.795,1300, ,24.79,212,24.8,206,-1
2017-09-19 10:40:46,BAC,N,24.791,1690, ,24.79,424,24.8,412,-1
2017-09-19 10:40:46,BAC,Y,24.79,1600, ,24.79,2476,24.8,3338,-1
2017-09-19 10:40:46,BAC,M,24.79,15910, ,24.78,4247,24.8,9117,-1
2017-09-19 10:40:47,BAC,Y,24.79,100, ,24.79,235,24.8,1460,-1
2017-09-19 10:40:48,BAC,N,24.79,300, ,24.79,43,24.8,292,-1
2017-09-19 10:40:48,BAC,N,24.79,4300, ,24.78,179,24.8,293,-1
2017-09-19 10:40:48,BAC,K,24.79,10900, ,24.78,4105,24.79,6129,1
2017-09-19 10:40:48,BAC,T,24.79,100, ,24.78,793,24.79,945,1
2017-09-19 10:40:50,BAC,B,24.79,7578, ,24.78,4103,24.79,820,1
2017-09-19 10:40:50,BAC,V,24.79,200, ,24.78,3800,24.79,228,1
2017-09-19 10:40:52,BAC,Y,24.79,100, ,24.78,281,24.79,13,1
2017-09-19 10:40:53,BAC,N,24.785,400, ,24.78,281,24.79,9,-1
2017-09-19 10:40:57,BAC,B,24.79,600, ,24.78,1115,24.79,71,1
2017-09-19 10:40:58,BAC,Y,24.79,100, ,24.78,279,24.79,17,1
2017-09-19 10:41:00,BAC,J,24.79,100, ,24.78,279,24.79,16,1
2017-09-19 10:41:02,BAC,J,24.79,400, ,24.78,283,24.79,14,1
2017-09-19 10:41:03,BAC,Y,24.785,100, ,24.78,285,24.79,10,-1
2017-09-19 10:41:03,BAC,K,24.79,3053, ,24.78,3262,24.8,1386,1
2017-09-19 10:41:05,BAC,T,24.795,500, ,24.79,602,24.8,618,1
2017-09-19 10:41:05,BAC,N,24.795,600, ,24.79,1287,24.8,1056,1
2017-09-19 10:41:06,BAC,B,24.8,200, ,24.79,1482,24.8,940,1
2017-09-19 10:41:10,BAC,V,24.795,100, ,24.79,517,24.8,394,-1
2017-09-19 10:41:10,BAC,V,24.795,100, ,24.79,257,24.8,197,-1
2017-09-19 10:41:10,BAC,T,24.795,200, ,24.79,257,24.8,197,-1
2017-09-19 10:41:10,BAC,V,24.795,200, ,24.79,764,24.8,591,-1
2017-09-19 10:41:10,BAC,N,24.795,3, ,24.79,764,24.8,591,-1
2017-09-19 10:41:10,BAC,V,24.795,100, ,24.79,252,24.8,197,-1
2017-09-19 10:41:10,BAC,V,24.795,100, ,24.79,748,24.8,591,-1
2017-09-19 10:41:10,BAC,V,24.795,169, ,24.79,247,24.8,197,-1
2017-09-19 10:41:10,BAC,V,24.795,300, ,24.79,245,24.8,197,-1
2017-09-19 10:41:10,BAC,B,24.795,136, ,24.79,245,24.8,197,-1
2017-09-19 10:41:10,BAC,B,24.795,805, ,24.79,490,24.8,394,-1
2017-09-19 10:41:10,BAC,X,24.795,775, ,24.79,490,24.8,394,-1
2017-09-19 10:41:10,BAC,X,24.795,746, ,24.79,245,24.8,197,-1
2017-09-19 10:41:10,BAC,P,24.795,318, ,24.79,245,24.8,197,-1
2017-09-19 10:41:10,BAC,B,24.795,300, ,24.79,245,24.8,197,-1
2017-09-19 10:41:10,BAC,N,24.795,100, ,24.79,245,24.8,197,-1
2017-09-19 10:41:10,BAC,X,24.795,691, ,24.79,245,24.8,197,-1
2017-09-19 10:41:10,BAC,T,24.795,400, ,24.79,245,24.8,197,-1
2017-09-19 10:41:10,BAC,X,24.795,265, ,24.79,245,24.8,197,-1
2017-09-19 10:41:11,BAC,Y,24.8,500, ,24.79,1700,24.8,871,1
2017-09-19 10:41:14,BAC,Y,24.8,300, ,24.79,1520,24.8,796,1
2017-09-19 10:41:22,BAC,Y,24.8,460, ,24.79,1715,24.8,1372,1
2017-09-19 10:41:29,BAC,Y,24.79,6, ,24.79,630,24.8,592,-1
2017-09-19 10:41:29,BAC,Y,24.79,1800, ,24.79,2557,24.8,4229,-1
2017-09-19 10:41:29,BAC,T,24.795,100, ,24.79,76,24.8,263,1
2017-09-19 10:41:29,BAC,J,24.79,4, ,24.79,315,24.8,789,-1
2017-09-19 10:41:29,BAC,J,24.79,4, ,24.79,231,24.8,792,-1
2017-09-19 10:41:29,BAC,J,24.79,3, ,24.79,231,24.8,792,-1
2017-09-19 10:41:29,BAC,J,24.79,3, ,24.79,304,24.8,792,-1
2017-09-19 10:41:29,BAC,J,24.79,2, ,24.79,100,24.8,264,-1
2017-09-19 10:41:29,BAC,J,24.79,2, ,24.79,100,24.8,264,-1
2017-09-19 10:41:30,BAC,J,24.79,2, ,24.79,104,24.8,264,-1
2017-09-19 10:41:30,BAC,J,24.79,2, ,24.79,212,24.8,801,-1
2017-09-19 10:41:30,BAC,J,24.79,1, ,24.79,212,24.8,801,-1
2017-09-19 10:41:30,BAC,J,24.79,1, ,24.79,212,24.8,801,-1
2017-09-19 10:41:30,BAC,J,24.79,1, ,24.79,212,24.8,801,-1
2017-09-19 10:41:30,BAC,J,24.79,1, ,24.79,212,24.8,801,-1
2017-09-19 10:41:30,BAC,J,24.79,1, ,24.79,212,24.8,801,-1
2017-09-19 10:41:30,BAC,J,24.79,1, ,24.79,212,24.8,801,-1
2017-09-19 10:41:30,BAC,J,24.79,1, ,24.79,212,24.8,801,-1
2017-09-19 10:41:31,BAC,J,24.79,900, ,24.79,615,24.8,1530,-1
2017-09-19 10:41:34,BAC,Y,24.79,300, ,24.79,217,24.8,498,-1
2017-09-19 10:41:34,BAC,B,24.79,200, ,24.79,276,24.8,1068,-1
2017-09-19 10:41:35,BAC,Y,24.79,200, ,24.79,867,24.8,2544,-1
2017-09-19 10:41:36,BAC,Y,24.791,100, ,24.79,68,24.8,249,-1
2017-09-19 10:41:36,BAC,J,24.79,871, ,24.79,248,24.8,1032,-1
2017-09-19 10:41:36,BAC,T,24.79,9850, ,24.78,1400,24.8,4241,-1
2017-09-19 10:41:36,BAC,V,24.79,1100, ,24.78,11384,24.79,12895,1
2017-09-19 10:41:36,BAC,Y,24.79,300, ,24.78,1498,24.79,1001,1
2017-09-19 10:41:36,BAC,N,24.785,3400, ,24.78,228,24.79,124,-1
2017-09-19 10:41:36,BAC,V,24.785,3300, ,24.78,228,24.79,124,-1
2017-09-19 10:41:36,BAC,Y,24.79,1200, ,24.78,3083,24.79,1333,1
2017-09-19 10:41:36,BAC,Z,24.785,200, ,24.78,512,24.79,234,-1
2017-09-19 10:41:36,BAC,B,24.79,100, ,24.78,256,24.79,99,1
2017-09-19 10:41:43,BAC,Y,24.79,200, ,24.78,224,24.79,151,1
2017-09-19 10:41:44,BAC,B,24.79,4, ,24.78,224,24.79,151,1
2017-09-19 10:41:44,BAC,B,24.79,438, ,24.78,708,24.79,363,1
2017-09-19 10:41:44,BAC,Y,24.79,558, ,24.78,768,24.79,255,1
2017-09-19 10:41:47,BAC,N,24.79,1700, ,24.78,8928,24.79,2853,1
2017-09-19 10:41:48,BAC,J,24.79,800, ,24.78,1220,24.79,30,1
2017-09-19 10:41:48,BAC,B,24.79,100, ,24.78,303,24.79,14,1
2017-09-19 10:41:49,BAC,N,24.79,1300, ,24.785,435,24.795,205,-1
2017-09-19 10:41:49,BAC,Z,24.79,592, ,24.79,10796,24.8,9826,-1
2017-09-19 10:41:53,BAC,V,24.795,100, ,24.79,303,24.8,426,1
2017-09-19 10:41:53,BAC,Y,24.8,1172, ,24.79,303,24.8,426,1
2017-09-19 10:41:54,BAC,Z,24.795,400, ,24.79,813,24.8,624,-1
2017-09-19 10:41:55,BAC,V,24.79,2194, ,24.79,2429,24.8,4857,-1
2017-09-19 10:41:58,BAC,Y,24.79,400, ,24.79,807,24.8,2470,-1
2017-09-19 10:41:59,BAC,J,24.79,300, ,24.79,256,24.8,1754,-1
